position,artist_name,song_name,days,top_10_x_times,peak_position,peak_position_x_times,peak_streams,total_streams,track_name,artists_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url
7150,NewJeans ,Attention,3,0,181,0,240505,719462,Attention,NewJeans,1,2022,8,1,799,12,264717480,14,141,9,0,1,105,A#,Minor,81,70,65,24,0,8,4,https://i.scdn.co/image/ab67616d0000b2739d28fd01859073a3ae6ea209
7538,Dua Lipa ,Levitating,2,0,81,0,376797,604038,Levitating,Dua Lipa,1,2020,3,27,9833,0,797196073,233,82,531,1,1,103,F#,Minor,69,90,88,5,0,29,8,https://i.scdn.co/image/ab67616d0000b273d4daf28d55fe4197ede848be
7600,Carin Leon ,Que Vuelvas,2,0,126,0,303481,589476,Que Vuelvas,"Carin Leon, Grupo Frontera",2,2022,12,9,763,26,2762,21,110,21,9,71,162,A#,Major,49,78,64,19,0,11,4,https://i.scdn.co/image/ab67616d0000b2735c7336d25ca101fbb0855647
7617,The Weeknd ,Blinding Lights,2,0,118,0,322566,585904,Blinding Lights,The Weeknd,1,2019,11,29,43899,69,3703895074,672,199,"3,421",20,,171,C#,Major,50,38,80,0,0,9,7,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
7827,Central Cee ,LET GO,2,0,165,0,268730,535155,LET GO,Central Cee,1,2022,12,15,2301,20,298063749,49,23,110,0,8,146,D,Minor,74,51,45,86,0,21,38,https://i.scdn.co/image/ab67616d0000b273cbb3701743a568e7f1c4e967
7860,Jimin ,With You,2,0,92,0,286132,524568,With you,"HA SUNG WOON, Jimin",2,2022,4,24,343,2,240580042,4,35,11,1,1,150,D#,Major,53,14,43,64,0,13,3,Not Found
7870,LE SSERAFIM ,ANTIFRAGILE,2,0,141,0,270462,522228,ANTIFRAGILE,LE SSERAFIM,1,2022,10,17,761,12,301051721,23,95,11,0,3,105,A#,Minor,88,82,80,8,0,11,8,https://i.scdn.co/image/ab67616d0000b273a991995542d50a691b9ae5be
7873,Coldplay ,The Scientist,4,0,71,0,183778,521994,The Scientist,Coldplay,1,2002,8,5,30992,6,1608164312,124,25,"7,827",1,0,146,F,Major,56,21,44,73,0,11,2,https://i.scdn.co/image/ab67616d0000b273de09e02aa7febf30b7c02d82
8056,Labrinth ,Forever,2,0,184,0,235524,466504,Forever,Labrinth,1,2019,10,4,3618,0,282883169,21,86,138,0,2,80,E,Minor,56,19,46,92,72,11,3,https://i.scdn.co/image/ab67616d0000b27389c39ba1acdf33ed7acd3867
8122,TWICE ,The Feels,2,0,174,0,236592,447000,The Feels,TWICE,1,2021,10,1,1150,0,345903614,20,99,44,0,2,120,A,Major,81,92,90,9,0,8,7,https://i.scdn.co/image/ab67616d0000b273d1961ecb307c9e05ec8f7e82
8181,Gotye ,Somebody That I Used To Know,2,0,196,0,213625,425517,Somebody That I Used To Know,"Gotye, Kimbra",2,2011,1,1,42798,0,1457139296,217,136,"6,508",1,,129,,Major,86,75,52,54,0,10,4,https://i.scdn.co/image/ab67616d0000b273e1d47c00ddecbfb810c807ed
8234,Ed Sheeran ,Celestial,1,0,57,0,404808,404808,Celestial,Ed Sheeran,1,2022,9,29,1639,0,176474912,86,14,80,0,37,123,D,Major,57,50,85,5,0,16,4,https://i.scdn.co/image/ab67616d0000b27300bc0dcf5dd155f73eff5267
8672,Sabrina Carpenter ,Nonsense,1,0,184,0,320029,320029,Nonsense,Sabrina Carpenter,1,2022,7,15,2346,27,342897938,69,12,38,8,64,139,G#,Major,74,68,68,3,0,26,4,https://i.scdn.co/image/ab67616d0000b273700f7bf79c9f063ad0362bdf
8710,Lady Gaga ,Hold My Hand,1,0,139,0,316182,316182,Hold My Hand,Lady Gaga,1,2022,5,3,2528,0,238350348,63,8,270,2,105,148,G,Major,51,21,63,5,0,41,3,https://i.scdn.co/image/ab67616d0000b273b7e7edfee5626b7b1f15192a
8747,Troye Sivan ,Angel Baby,1,0,127,0,312587,312587,Angel Baby,Troye Sivan,1,2021,9,9,1959,9,408843328,52,25,32,0,10,145,B,Major,56,41,57,1,0,13,3,https://i.scdn.co/image/ab67616d0000b2735cf05521594fbf41d2a48893
8798,Ed Sheeran ,Bad Habits,1,0,116,0,306159,306159,Bad Habits,Ed Sheeran,1,2020,9,3,12755,8,1555511105,344,97,945,15,,126,B,Minor,81,59,90,5,0,36,3,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2
8929,Oliver Tree ,Life Goes On,1,0,151,0,294769,294769,Life Goes On,Oliver Tree,1,2020,7,17,2868,0,501541661,43,15,116,0,,80,,Major,70,57,49,19,0,12,8,https://i.scdn.co/image/ab67616d0000b2731c5a484110522f2b9c7038cc
9692,Maluma ,Sobrio,1,0,143,0,249769,249769,Sobrio,Maluma,1,2021,7,8,3506,10,513643924,103,76,100,1,1,178,F,Major,76,63,77,14,0,15,22,https://i.scdn.co/image/ab67616d0000b2730c912949e9f848cc95797b27
9797,Ed Sheeran ,Shape of You,1,0,123,0,244013,244013,Shape of You,Ed Sheeran,1,2017,1,6,32181,10,3562543890,33,0,"6,808",7,0,96,C#,Minor,83,93,65,58,0,9,8,https://i.scdn.co/image/ab67616d0000b273ba5db46f4b838ef6027e6f96
9942,Peso Pluma ,Siempre Pendientes,1,0,191,0,236497,236497,Siempre Pendientes,"Peso Pluma, Luis R Conriquez",2,2022,8,15,685,5,295152154,15,79,4,2,0,136,,Major,77,71,75,33,1,13,4,https://i.scdn.co/image/ab67616d0000b273093a2563368d844b2a91306f
10536,Sean Paul ,No Lie,1,0,160,0,165443,165443,No Lie,"Sean Paul, Dua Lipa",2,2016,11,18,7370,0,956865266,92,127,"1,219",0,62,102,G,Major,74,45,89,5,0,26,13,https://i.scdn.co/image/ab67616d0000b2732d564195ed3dd7b70d64862c
10781,Sia ,Unstoppable,1,0,150,0,118080,118080,Unstoppable,Sia,1,2016,1,21,7681,13,939844851,119,66,"1,145",2,,174,A,Major,47,27,78,11,0,10,8,https://i.scdn.co/image/ab67616d0000b273754b2fddebe7039fdb912837
