position,artist_name,song_name,days,top_10_x_times,peak_position,peak_position_x_times,peak_streams,total_streams,track_name,artists_name,artist_count,released_year,released_month,released_day,in_spotify_playlists,in_spotify_charts,streams,in_apple_playlists,in_apple_charts,in_deezer_playlists,in_deezer_charts,in_shazam_charts,bpm,key,mode,danceability_%,valence_%,energy_%,acousticness_%,instrumentalness_%,liveness_%,speechiness_%,cover_url
1534,The Weeknd ,Sacrifice,66,12,1,(x2),1950078,29954189,Sacrifice,The Weeknd,1,2022,1,7,4440,0,326792833,81,77,133,0,,122,G,Major,70,91,79,3,0,7,10,https://i.scdn.co/image/ab67616d0000b2731c7942eac1aece801758fccf
391,Bad Bunny ,Moscow Mule,219,11,1,(x1),2582359,128972121,Moscow Mule,Bad Bunny,1,2022,5,6,4572,33,909001996,74,113,85,9,2,100,F,Minor,80,29,67,29,0,12,3,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
938,Taylor Swift ,Vigilante Shit,56,11,7,0,5696233,56313777,Vigilante Shit,Taylor Swift,1,2022,10,21,1948,0,253650850,12,9,16,0,0,80,E,Minor,80,16,28,17,0,12,39,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
1427,Metro Boomin ,Superhero (Heroes & Villains) [with Future & Chris Brown],27,11,1,(x1),1773679,33127276,Superhero (Heroes & Villains) [with Future & Chris Brown],"Future, Chris Brown, Metro Boomin",3,2022,12,2,2959,16,401036314,41,69,38,0,36,117,F,Minor,72,45,59,14,0,20,21,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
1015,The Weeknd ,Take My Breath,116,10,3,(x1),1723476,50769835,,,,,,,,,,,,,,,,,,,,,,,,,
1738,SZA ,Nobody Gets Me,20,10,3,(x5),2409644,24880624,Nobody Gets Me,SZA,1,2022,12,9,2536,6,284908316,59,100,58,13,2,100,G,Major,36,28,28,81,0,18,3,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
443,Kelly Clarkson ,Underneath the Tree,202,9,8,0,2346598,115764085,Underneath the Tree,Kelly Clarkson,1,2013,10,25,6596,0,485285717,144,99,251,0,0,160,G#,Major,51,69,81,0,0,21,5,https://i.scdn.co/image/ab67616d0000b273f54a315f1d2445791fe601a7
1241,Drake ,On BS,53,9,3,(x1),4212752,39870499,On BS,"Drake, 21 Savage",2,2022,11,4,1338,0,170413877,9,20,7,0,0,158,A,Major,84,33,36,2,0,39,59,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
1847,Lil Yachty ,Poland,48,9,4,0,1023054,22860561,Poland,Lil Yachty,1,2022,6,23,1584,0,115331792,38,0,24,0,0,150,F,Minor,70,26,56,14,83,11,5,https://i.scdn.co/image/ab67616d0000b273615d6910181bc514d4c4b011
363,Frank Sinatra ,Let It Snow! Let It Snow! Let It Snow!,305,8,8,0,2646892,136448853,,,,,,,,,,,,,,,,,,,,,,,,,
373,The Weeknd ,Save Your Tears,327,8,2,(x1),1723905,134482363,Save Your Tears,The Weeknd,1,2020,3,20,12688,13,1591223784,197,115,112,0,200,118,,Major,68,61,82,2,0,50,3,https://i.scdn.co/image/ab67616d0000b2738863bc11d2aa12b54f5aeb36
597,JVKE ,golden hour,128,8,9,0,951092,89077530,golden hour,JVKE,1,2022,7,15,4511,36,751134527,70,58,109,18,230,94,C#,Minor,51,14,59,65,18,25,3,https://i.scdn.co/image/ab67616d0000b273c2504e80ba2f258697ab2954
1022,Lauren Spencer Smith ,Fingers Crossed,121,8,2,(x1),1182298,50353213,Fingers Crossed,"Lauren Spencer Smith, Lauren Spencer Smith, Lauren Spencer Smith",3,2022,1,5,2235,0,349585590,65,7,70,16,6,109,F,Major,60,45,47,62,0,31,5,https://i.scdn.co/image/ab67616d0000b273270a1c7644ec5a23c7d05272
1368,Harry Styles ,Little Freak,67,8,5,0,2785290,35042124,Little Freak,Harry Styles,1,2022,5,20,2302,0,273194684,20,3,39,0,0,142,D#,Major,56,40,54,72,0,10,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
1441,Harry Styles ,Grapejuice,56,8,4,0,3003406,32762005,Grapejuice,Harry Styles,1,2022,5,20,1986,0,199587884,7,1,15,0,0,183,F,Major,65,88,72,36,14,20,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
1609,Juice WRLD ,Cigarettes,68,8,2,(x2),1182490,28338245,Cigarettes,Juice WRLD,1,2021,12,10,975,0,185408548,11,0,10,0,0,160,D,Major,60,47,62,3,0,38,4,https://i.scdn.co/image/ab67616d0000b2737459992b444de38842b9bee7
1834,SZA ,Low,20,8,4,0,2331692,23181366,Low,SZA,1,2022,12,9,1911,0,272377463,23,71,14,0,9,145,,Minor,70,34,55,43,0,16,6,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
271,Lady Gaga ,Shallow,403,7,6,0,1310071,167883840,Shallow,"Lady Gaga, Bradley Cooper",2,2018,9,27,16636,12,2159346687,368,155,"2,854",6,121,96,G,Major,57,30,40,38,0,26,3,https://i.scdn.co/image/ab67616d0000b273e2d156fdc691f57900134342
479,Dean Martin ,Let It Snow! Let It Snow! Let It Snow!,187,7,7,0,3413764,108868445,,,,,,,,,,,,,,,,,,,,,,,,,
565,Future ,PUFFIN ON ZOOTIEZ,225,7,4,0,1417345,94325787,PUFFIN ON ZOOTIEZ,Future,1,2022,4,29,2350,0,254218729,28,42,23,0,0,125,G#,Major,88,28,66,6,0,13,31,https://i.scdn.co/image/ab67616d0000b27386badd635b69aea887862214
764,Kendrick Lamar ,N95,137,7,1,(x6),4972590,69261483,N95,Kendrick Lamar,1,2022,5,13,5542,0,301242089,52,16,65,0,206,140,D#,Minor,81,39,66,38,0,12,14,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
878,The Weeknd ,Reminder,245,7,9,0,895385,59620662,Reminder,The Weeknd,1,2016,11,25,6518,17,684675814,45,85,238,1,47,160,G#,Major,71,40,50,16,0,16,22,https://i.scdn.co/image/ab67616d0000b2734718e2b124f79258be7bc452
965,Taylor Swift ,august,146,7,6,0,2840040,54625767,august,Taylor Swift,1,2020,7,24,7324,22,607123776,25,81,61,1,44,90,F,Major,51,42,61,53,0,9,3,https://i.scdn.co/image/ab67616d0000b27395f754318336a07e85ec59bc
999,Taylor Swift ,Question...?,49,7,8,0,5519609,51647553,Question...?,Taylor Swift,1,2022,10,21,1608,0,223064273,10,3,12,0,0,109,G,Major,75,11,50,20,0,30,17,https://i.scdn.co/image/ab67616d0000b273bb54dde68cd23e2a268ae0f5
1043,Kendrick Lamar ,Die Hard,107,7,2,(x3),3909587,49248636,Die Hard,"Kendrick Lamar, Blxst, Amanda Reifer",3,2022,5,13,4627,0,237351106,38,13,32,0,0,101,C#,Minor,78,40,74,36,0,17,27,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
1134,Taylor Swift ,Cruel Summer,126,7,3,(x1),2277951,44160627,Cruel Summer,Taylor Swift,1,2019,8,23,7858,100,800840817,116,207,125,12,548,170,A,Major,55,58,72,11,0,11,15,https://i.scdn.co/image/ab67616d0000b273e787cffec20aa2a396a61647
1138,Adele ,Oh My God,100,7,2,(x2),2315914,44008064,Oh My God,Adele,1,2021,11,19,4431,0,466214729,105,7,199,0,0,88,C#,Major,53,55,73,9,0,3,5,https://i.scdn.co/image/ab67616d0000b273c6b577e4c4a6d326354a89f7
1371,Drake ,Spin Bout U,53,7,5,0,3619172,34999036,Spin Bout U,"Drake, 21 Savage",2,2022,11,4,1652,2,198365537,26,52,10,0,95,130,G,Major,77,20,70,1,0,16,5,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
1439,The Kid LAROI ,Thousand Miles,96,7,3,(x1),950356,32849517,Thousand Miles,The Kid Laroi,1,2022,4,22,2050,0,244741137,52,9,46,0,1,81,G,Major,38,20,66,9,0,9,8,https://i.scdn.co/image/ab67616d0000b27386322307ddfb6e9c87b82d39
1890,SZA ,Blind,20,7,4,0,2346183,22030589,Blind,SZA,1,2022,12,9,1484,0,163284000,22,51,12,0,0,114,A,Minor,46,60,28,91,0,21,4,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
4,J. Cole ,No Role Modelz,2547,6,7,0,659366,734857487,No Role Modelz,J. Cole,1,2014,12,9,21164,36,1791000570,80,65,476,0,14,100,A#,Minor,70,47,52,30,0,6,33,https://i.scdn.co/image/ab67616d0000b273c6e0948bbb0681ff29cdbae8
258,Ed Sheeran ,Shivers,399,6,6,0,980767,173225595,Shivers,Ed Sheeran,1,2021,9,9,10147,30,1302184087,234,71,543,18,,141,D,Major,79,82,86,28,0,4,9,https://i.scdn.co/image/ab67616d0000b273ef24c3fdbf856340d55cfeb2
343,Morgan Wallen ,You Proof,230,6,9,0,1723507,141716685,You Proof,Morgan Wallen,1,2022,5,13,2128,9,367814306,37,88,9,0,14,120,A,Major,73,64,85,25,0,61,3,https://i.scdn.co/image/ab67616d0000b273705079df9a25a28b452c1fc9
541,Bad Bunny ,Party,192,6,7,0,1576377,97935403,Party,"Bad Bunny, Rauw Alejandro",2,2022,5,6,3185,4,614555082,38,64,37,3,36,97,A,Major,83,47,80,2,0,24,9,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
953,Megan Thee Stallion ,Sweetest Pie,169,6,2,(x1),936045,55276845,Sweetest Pie,"Dua Lipa, Megan Thee Stallion",2,2022,3,11,3501,0,299634472,69,2,51,11,0,124,G,Major,81,68,63,17,0,10,22,Not Found
983,SZA ,Shirt,62,6,8,0,1930964,53203148,Shirt,SZA,1,2022,10,28,3469,0,309653982,71,95,31,0,2,120,D#,Minor,82,55,45,15,3,9,10,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
1180,Harry Styles ,Satellite,98,6,8,0,2309793,42239560,Satellite,Harry Styles,1,2022,5,20,3291,5,311482393,43,28,79,0,208,139,,Major,58,30,46,14,0,9,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
1274,Drake ,Sticky,92,6,4,0,2729748,38564856,Sticky,Drake,1,2022,6,17,2814,0,191448892,38,105,25,0,2,137,A#,Minor,88,8,49,9,0,9,14,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
1556,Drake ,Circo Loco,41,6,5,0,3373090,29464494,Circo Loco,"Drake, 21 Savage",2,2022,11,4,1794,0,141720999,26,9,17,0,3,104,C#,Major,73,25,61,1,0,32,7,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
1627,Kendrick Lamar ,Silent Hill,55,6,5,0,2968531,27800753,Silent Hill,"Kendrick Lamar, Kodak Black",2,2022,5,13,3028,0,123216717,22,0,23,0,0,140,C#,Minor,92,78,57,46,0,14,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
1716,Harry Styles ,Cinema,43,6,8,0,2518332,25457307,Cinema,Harry Styles,1,2022,5,20,2171,0,189236868,18,1,28,0,0,106,A,Minor,83,90,64,35,5,9,4,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
1720,Drake ,Privileged Rappers,32,6,6,0,3605227,25413982,Privileged Rappers,"Drake, 21 Savage",2,2022,11,4,1007,0,112436403,6,5,3,0,0,144,F,Major,93,62,61,0,0,12,20,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
2002,Metro Boomin ,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],27,6,5,0,1309159,20161884,Niagara Falls (Foot or 2) [with Travis Scott & 21 Savage],"Travis Scott, 21 Savage, Metro Boomin",3,2022,12,2,1602,0,195516622,12,22,12,0,2,88,G,Minor,49,24,66,19,0,18,29,https://i.scdn.co/image/ab67616d0000b27313e54d6687e65678d60466c2
2060,The Weeknd ,Out of Time,43,6,4,0,1529269,19142162,Out of Time,The Weeknd,1,2022,1,7,3711,0,339659802,49,88,62,0,,93,,Minor,65,82,74,27,0,32,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
2156,The Weeknd ,Is There Someone Else?,37,6,3,(x1),1511028,17569511,Is There Someone Else?,The Weeknd,1,2022,1,7,2881,6,391251368,13,89,34,0,3,135,A,Minor,70,60,58,4,0,16,3,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
112,Imagine Dragons ,Believer,745,5,9,0,898836,263375966,Believer,Imagine Dragons,1,2017,1,31,18986,23,2594040133,250,121,"2,969",10,31,125,A#,Minor,77,74,78,4,0,23,11,https://i.scdn.co/image/ab67616d0000b2735675e83f707f1d7271e5cf8a
680,Kanye West ,Praise God,213,5,6,0,2438681,78568531,Praise God,Kanye West,1,2021,8,29,4651,0,376333030,24,6,105,0,0,118,C#,Major,80,21,55,1,0,26,17,https://i.scdn.co/image/ab67616d0000b273cad190f1a73c024e5a40dddd
829,The Weeknd ,I Was Never There,185,5,5,0,2082119,63562499,I Was Never There,"The Weeknd, Gesaffelstein",2,2018,3,29,4188,15,705469769,30,70,142,0,27,114,A#,Major,32,17,74,14,0,17,3,https://i.scdn.co/image/ab67616d0000b2731f6a2a40bb692936879db730
1191,Pharrell Williams ,Cash In Cash Out,104,5,5,0,1093794,41935196,Cash In Cash Out,"Pharrell Williams, Tyler, The Creator, 21 Savage",4,2022,6,10,2313,0,136676504,34,0,29,0,0,120,G,Major,88,15,56,1,0,8,6,https://i.scdn.co/image/ab67616d0000b2738f0df54fd6043164d7c07ae3
1408,Gesaffelstein ,Lost in the Fire,86,5,7,0,1238188,33729127,Lost in the Fire,"The Weeknd, Gesaffelstein",2,2019,1,11,7731,2,686734357,110,145,447,0,46,101,D,Major,66,18,68,9,0,12,4,https://i.scdn.co/image/ab67616d0000b273030e6a4145500730450e8794
1614,Harry Styles ,Keep Driving,53,5,9,0,2312194,28086134,Keep Driving,Harry Styles,1,2022,5,20,2094,1,236060709,8,1,18,0,0,165,A,Major,72,90,48,32,0,18,23,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
1978,Kendrick Lamar ,United In Grief,28,5,2,(x1),4547415,20593251,United In Grief,Kendrick Lamar,1,2022,5,13,2575,0,156898322,4,5,12,0,51,87,G#,Major,52,32,83,24,0,17,43,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
2132,BLACKPINK ,Shut Down,42,5,3,(x1),1037386,17980146,Shut Down,BLACKPINK,1,2022,9,16,1524,17,482175240,53,120,62,0,2,110,,Major,82,67,69,0,0,18,4,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406
2321,Yahritza Y Su Esencia ,Soy El Unico,43,5,4,0,687505,15287635,Soy El Unico,Yahritza Y Su Esencia,1,2022,3,25,226,0,126443991,5,0,4,0,1,84,E,Minor,71,63,45,45,0,11,3,https://i.scdn.co/image/ab67616d0000b273ab621620bbfb20009cdc855e
2557,Nicki Minaj ,Do We Have A Problem?,30,5,4,0,1014479,12748587,Do We Have A Problem?,"Nicki Minaj, Lil Baby",2,2022,2,4,1064,0,81350745,42,1,26,0,0,120,C#,Minor,84,54,51,47,0,12,40,https://i.scdn.co/image/ab67616d0000b2737df334f26d1e55dfba843463
277,Justin Bieber ,Ghost,399,4,9,0,895735,163964781,Ghost,Justin Bieber,1,2021,3,19,5866,24,1167330737,107,38,95,0,,154,D,Major,61,41,74,21,0,40,6,https://i.scdn.co/image/ab67616d0000b273e6f407c7f3a0ec98845e4431
493,Olivia Rodrigo ,"jealousy, jealousy",256,4,9,0,1994138,106842027,"jealousy, jealousy",Olivia Rodrigo,1,2021,5,21,3257,0,665765558,10,0,70,0,0,164,A#,Minor,70,71,58,24,0,7,13,https://i.scdn.co/image/ab67616d0000b273a91c10fe9472d9bd89802e5a
1620,Kendrick Lamar ,Rich Spirit,52,4,6,0,3239784,27912896,Rich Spirit,Kendrick Lamar,1,2022,5,13,3486,0,173702135,20,10,33,0,0,96,A#,Minor,85,41,43,39,0,12,21,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
1773,Dr. Dre ,Still D.R.E.,76,4,2,(x1),1040389,24393361,Still D.R.E.,"Dr. Dre, Snoop Dogg",2,1999,1,1,33966,0,1210599487,141,78,"6,591",1,0,93,B,Major,81,53,78,18,0,6,24,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5
1781,Drake ,Broke Boys,34,4,10,0,2927622,24244407,Broke Boys,"Drake, 21 Savage",2,2022,11,4,1060,0,106249219,3,8,5,0,0,120,D,Major,64,11,53,1,0,25,27,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
1810,BLACKPINK ,Pink Venom,49,4,6,0,1038802,23680687,Pink Venom,BLACKPINK,1,2022,8,19,1963,16,551305895,57,119,77,1,13,90,,Major,80,71,69,2,0,27,10,https://i.scdn.co/image/ab67616d0000b273002ef53878df1b4e91c15406
1917,Drake ,BackOutsideBoyz,27,4,7,0,3519029,21482496,BackOutsideBoyz,Drake,1,2022,11,4,1045,0,93367537,8,5,2,0,0,142,F,Minor,85,40,43,4,0,39,32,https://i.scdn.co/image/ab67616d0000b27302854a7060fccc1a66a4b5ad
2024,Lil Tjay ,In My Head,49,4,3,(x1),843328,19701989,In My Head,Lil Tjay,1,2022,4,1,1185,0,190981339,21,0,31,0,0,143,C#,Major,68,41,55,16,0,10,12,https://i.scdn.co/image/ab67616d0000b2731e6a9d4ce04b67a455ed6b8c
2235,Fivio Foreign ,City of Gods,44,4,2,(x1),1126655,16384588,City of Gods,"Kanye West, Alicia Keys, Fivio Foreign",3,2022,2,11,2096,0,107255472,34,3,30,0,0,147,G#,Minor,47,50,80,10,0,32,38,Not Found
2273,Kendrick Lamar ,Count Me Out,26,4,9,0,2825217,15913311,Count Me Out,Kendrick Lamar,1,2022,5,13,2729,0,126191104,3,7,13,0,1,134,G,Major,78,51,43,69,0,14,9,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
2592,The Weeknd ,Gasoline,24,4,2,(x1),1841998,12486527,Gasoline,The Weeknd,1,2022,1,7,2297,0,116903579,11,29,14,0,0,123,F#,Minor,74,35,73,0,0,21,5,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
2643,Marshmello ,Bye Bye,24,4,3,(x1),1125270,11961354,Bye Bye,"Marshmello, Juice WRLD",2,2022,10,14,766,0,84697729,16,0,9,0,0,83,D#,Minor,65,24,53,6,0,51,4,https://i.scdn.co/image/ab67616d0000b2734204e8bad640cf32eca876a5
2847,The Weeknd ,How Do I Make You Love Me?,19,4,4,0,1735277,10150923,How Do I Make You Love Me?,The Weeknd,1,2022,1,7,1915,0,119238316,7,47,15,0,0,121,G,Minor,80,62,51,2,0,9,8,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
2882,Kendrick Lamar ,The Heart Part 5,12,4,1,(x2),2485132,9913441,The Heart Part 5,Kendrick Lamar,1,2022,5,8,2939,0,71423324,29,0,30,0,0,98,G#,Minor,76,79,81,18,0,6,34,https://i.scdn.co/image/ab67616d0000b27389877ffdd584dc9b7168044b
356,Harry Styles ,Falling,501,3,4,0,1454982,138072456,Falling,Harry Styles,1,2019,12,13,7556,0,1023187129,124,24,254,0,8,110,E,Major,57,6,27,84,0,9,3,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
869,Bad Bunny ,Un Ratito,154,3,9,0,1731264,60425066,Un Ratito,Bad Bunny,1,2022,5,6,1112,6,417230415,7,30,13,1,1,93,,Minor,79,22,55,31,0,12,5,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
1404,Jack Harlow ,Dua Lipa,74,3,7,0,1762710,33818973,Dua Lipa,Jack Harlow,1,2022,5,6,1992,0,150500965,35,0,3,0,0,158,B,Major,83,41,65,0,10,11,8,https://i.scdn.co/image/ab67616d0000b2738e55edb69ca44a25b52b17bb
1802,Drake ,Massive,52,3,8,0,2163276,23891905,Massive,Drake,1,2022,6,17,5263,0,195628667,66,89,61,0,11,125,E,Minor,51,5,68,12,2,15,6,https://i.scdn.co/image/ab67616d0000b2738dc0d801766a5aa6a33cbe37
1893,Kanye West ,True Love,47,3,3,(x1),1505156,21916821,True Love,"Kanye West, XXXTENTACION",2,2022,5,27,2129,0,194902696,23,1,44,1,0,84,F,Minor,71,39,86,2,0,51,25,https://i.scdn.co/image/ab67616d0000b273f52f6a4706fea3bde44467c3
2105,SZA ,Seek & Destroy,20,3,4,0,2371458,18366062,Seek & Destroy,SZA,1,2022,12,9,1007,0,98709329,5,31,1,0,0,152,C#,Major,65,35,65,44,18,21,7,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2303,Metro Boomin ,Raindrops (Insane) [with Travis Scott],25,3,8,0,1343967,15581236,Raindrops (Insane) [with Travis Scott],"Travis Scott, Metro Boomin",2,2022,12,2,880,0,110649992,3,7,10,0,0,112,G#,Major,80,15,54,9,0,38,5,Not Found
2493,Shawn Mendes ,When You're Gone,36,3,3,(x1),860263,13466685,When You're Gone,Shawn Mendes,1,2022,3,31,2092,0,255120451,75,11,44,0,14,147,F,Major,60,58,69,2,0,58,4,https://i.scdn.co/image/ab67616d0000b273dad0775943c1a826bfed3117
610,Dove Cameron ,Boyfriend,236,2,10,0,610722,86719217,Boyfriend,Dove Cameron,1,2022,2,11,3766,0,496311364,76,0,102,0,2,180,G,Minor,35,23,61,23,0,19,6,https://i.scdn.co/image/ab67616d0000b2730397f50cb9dc5393db5d08bc
704,Bad Bunny ,Tarot,172,2,10,0,1639773,74979912,Tarot,"Bad Bunny, Jhay Cortez",2,2022,5,6,2482,20,608228647,27,77,22,2,0,114,B,Minor,80,42,68,2,0,66,4,https://i.scdn.co/image/ab67616d0000b27349d694203245f241a1bcaa72
877,Charlie Puth ,Light Switch,180,2,6,0,859606,59716970,Light Switch,Charlie Puth,1,2022,1,19,4049,0,500340342,119,6,85,1,1,184,F#,Major,69,91,63,11,0,9,31,https://i.scdn.co/image/ab67616d0000b27335d2e0ed94a934f2cc46fa49
1680,Yeat ,Talk,65,2,7,0,815251,26406433,Talk,YEAT,1,2022,9,2,920,0,148461629,10,1,8,0,0,140,E,Minor,70,26,76,8,0,54,23,https://i.scdn.co/image/ab67616d0000b2737aee5b36a3a60ca926bc429b
1748,Harry Styles ,Daydreaming,43,2,9,0,2381025,24763267,Daydreaming,Harry Styles,1,2022,5,20,1900,1,187703102,15,1,23,0,0,114,E,Minor,71,90,81,31,2,13,3,https://i.scdn.co/image/ab67616d0000b2732e8ed79e177ff6011076f5f0
1818,Elton John ,Hold Me Closer,61,2,6,0,1024772,23512491,Hold Me Closer,"Elton John, Britney Spears",2,2017,11,10,4967,0,284216603,165,10,177,4,73,126,,Major,67,49,77,11,0,19,11,https://i.scdn.co/image/ab67616d0000b2735d872e7b0c1ba964541f07e8
1881,Taylor Swift ,Enchanted,57,2,8,0,784239,22145991,Enchanted,Taylor Swift,1,2010,1,1,4564,16,621660989,24,101,113,0,40,164,G#,Major,45,24,62,8,0,16,3,https://i.scdn.co/image/ab67616d0000b2730b04da4f224b51ff86e0a481
2130,SZA ,Love Language,20,2,7,0,2222880,17998659,Love Language,SZA,1,2022,12,9,1127,0,110849052,16,63,8,0,0,65,A,Minor,71,55,26,85,0,13,8,https://i.scdn.co/image/ab67616d0000b27370dbc9f47669d120ad874ec1
2590,Kendrick Lamar ,We Cry Together,16,2,7,0,3184449,12496748,We Cry Together,"Kendrick Lamar, Taylour Paige",2,2022,5,13,1635,0,68895644,4,1,6,0,0,108,B,Major,65,52,69,31,0,8,36,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
2606,Kendrick Lamar ,Worldwide Steppers,15,2,4,0,3682729,12283698,Worldwide Steppers,Kendrick Lamar,1,2022,5,13,1480,0,61739839,1,0,5,0,0,72,A#,Minor,56,56,47,76,0,8,36,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
2676,Kendrick Lamar ,Purple Hearts,16,2,9,0,2947720,11706585,Purple Hearts,"Kendrick Lamar, Ghostface Killah, Summer Walker",3,2022,5,13,2308,0,76831876,7,0,7,0,0,138,D#,Minor,57,71,82,19,0,15,29,https://i.scdn.co/image/ab67616d0000b2732e02117d76426a08ac7c174f
3212,The Weeknd ,Best Friends,16,2,9,0,1336838,7796076,Best Friends,The Weeknd,1,2022,1,7,1292,0,101114984,3,18,14,0,0,87,E,Minor,49,49,59,44,0,35,21,https://i.scdn.co/image/ab67616d0000b2734ab2520c2c77a1d66b9ee21d
3272,Dr. Dre ,The Next Episode,25,2,5,0,783963,7408055,The Next Episode,"Dr. Dre, Snoop Dogg",2,1999,1,1,31762,0,843309044,142,40,"5,451",1,953,95,D#,Minor,92,31,89,3,0,8,25,https://i.scdn.co/image/ab67616d0000b2739b19c107109de740bad72df5
137,The Weeknd ,Die For You,682,1,10,0,820834,240869086,,,,,,,,,,,,,,,,,,,,,,,,,
500,Frank Ocean ,Lost,303,1,10,0,657541,105158717,Lost,Frank Ocean,1,2012,1,1,29499,11,822239726,124,27,587,0,4,123,A#,Minor,91,49,61,3,0,17,22,https://i.scdn.co/image/ab67616d0000b2737aede4855f6d0d738012e2e5
505,The Ronettes ,Sleigh Ride,188,1,10,0,2784468,104353068,Sleigh Ride,The Ronettes,1,1963,11,22,10114,0,404664135,114,74,262,0,0,92,D,Major,53,84,77,40,0,32,3,https://i.scdn.co/image/ab67616d0000b273adad4220d51bd720481d4be4
515,XXXTENTACION ,Hope,327,1,10,0,1443350,102329254,Hope,XXXTENTACION,1,2018,3,16,3659,0,1200808494,11,10,267,0,7,146,A,Minor,59,23,46,66,0,15,6,https://i.scdn.co/image/ab67616d0000b273806c160566580d6335d1f16c
587,"Tyler, The Creator ",NEW MAGIC WAND,305,1,5,0,1537094,91144161,NEW MAGIC WAND,"Tyler, The Creator",2,2019,5,16,4708,0,461437791,13,7,55,0,1,140,F,Minor,62,46,73,10,0,67,11,https://i.scdn.co/image/ab67616d0000b2737005885df706891a3c182a57
684,Becky G ,MAMIII,216,1,9,0,678178,77685438,MAMIII,"Karol G, Becky G",2,2022,2,10,6809,28,716591492,151,102,175,5,29,94,E,Minor,84,90,70,9,0,14,8,Not Found
759,PnB Rock ,Selfish,307,1,4,0,974217,69647971,Selfish,PnB Rock,1,2016,6,23,2468,0,380319238,15,0,0,0,0,102,C#,Minor,64,4,60,11,0,19,4,https://i.scdn.co/image/ab67616d0000b273e9fb616403542596d3ede300
832,BTS ,Butter,121,1,10,0,1917442,63425107,Butter,BTS,1,2021,5,21,4779,6,1143647827,180,135,223,0,5,110,G#,Major,79,70,36,0,0,6,11,https://i.scdn.co/image/ab67616d0000b27317db30ce3f081d6818a8ad49
921,Harry Styles ,Golden,201,1,6,0,1403497,57121273,Golden,Harry Styles,1,2019,12,13,8429,1,807015863,85,24,200,0,2,140,E,Minor,45,25,84,21,0,13,6,https://i.scdn.co/image/ab67616d0000b27377fdcfda6535601aff081b6a
960,Tate McRae ,she's all i wanna be,163,1,10,0,716119,54992060,she's all i wanna be,Tate McRae,1,2022,2,4,2711,0,343197054,105,12,51,0,12,160,D,Minor,61,65,64,1,0,12,4,https://i.scdn.co/image/ab67616d0000b273f7108342ef45a402af8206b2
975,Coldplay ,My Universe,165,1,8,0,946374,53947652,My Universe,"Coldplay, BTS",2,2021,9,24,6127,13,1061966512,0,0,0,0,0,105,A,Major,58,42,68,1,0,14,4,https://i.scdn.co/image/ab67616d0000b273f60a9b7e2abafc38da31f575
